level,algo,success,path_len,path_cost,nodes,time,deaths,avg_risk,max_risk,limited_vis,generated,reason
Level 1,BFS,True,22,40,81,0.00020489998860284686,0,0.08691055960130036,0.9995239492380119,False,False,Goal reached.
Level 1,DFS,True,46,50,47,0.00012909999350085855,0,3.4626865548306633e-10,1.1461203918201328e-08,False,False,Goal reached.
