level,algo,success,path_len,path_cost,nodes,time,deaths,avg_risk,max_risk,limited_vis,generated,reason
Level 4,BFS,True,53,53,142,0.0003741999971680343,0,5.0364744881473465e-52,2.7195762046029365e-50,False,False,Offline fair comparison on Level 4
Level 4,DFS,True,97,97,102,0.0002972999936901033,0,2.775200228162795e-52,2.7195762046029365e-50,False,False,Offline fair comparison on Level 4
Level 4,UCS,True,53,53,142,0.0009057999704964459,0,5.0364744881473465e-52,2.7195762046029365e-50,False,False,Offline fair comparison on Level 4
Level 4,Greedy,True,65,65,88,0.0004997999640181661,0,4.120751853938696e-52,2.7195762046029365e-50,False,False,Offline fair comparison on Level 4
Level 4,A*,True,53,53,124,0.0008546000462956727,0,5.0364744881473465e-52,2.7195762046029365e-50,False,False,Offline fair comparison on Level 4
